Index,Make,Model,City Mpg For Fuel Type1,Co2 Fuel Type1,Cylinders,Drive,Annual Fuel Cost For Fuel Type1,Fuel Type,Transmission,Vehicle Size Class,Year,ATV Type,Electric motor,baseModel,Price,cluster_label
809,Ford,Mustang HO Coupe,20,396,4,Rear-Wheel Drive,2650,Regular,Manual 6-spd,Subcompact Cars,2023,Petrol,Not Electric,Mustang,"$29,145",1
810,Nissan,Frontier 4WD,18,438,6,Part-time 4-Wheel Drive,2900,Regular,Automatic (S9),Standard Pickup Trucks 4WD,2023,Petrol,Not Electric,Frontier,"$30,700",0
811,BMW,540i xDrive Sedan,22,352,6,All-Wheel Drive,2850,Premium,Automatic (S8),Midsize Cars,2023,Hybrid,44V Li-Ion,5 Series,"$54,800 - $79,900",3
812,Cadillac,Escalade 4WD,20,462,6,4-Wheel Drive,3150,Diesel,Automatic 10-spd,Standard Sport Utility Vehicle 4WD,2023,Diesel,Not Electric,Escalade,"$85,690",0
813,Hyundai,Santa Fe FWD,22,365,4,Front-Wheel Drive,2350,Regular,Automatic (AM-S8),Small Sport Utility Vehicle 2WD,2023,Petrol,Not Electric,Santa Fe,"$27,849",3
814,Hyundai,Santa Fe AWD,21,375,4,All-Wheel Drive,2400,Regular,Automatic (AM-S8),Small Sport Utility Vehicle 4WD,2023,Petrol,Not Electric,Santa Fe,"$30,085",3
815,Porsche,Panamera Turbo S e-Hybrid,18,274,8,All-Wheel Drive,3750,Premium and Electricity,Automatic (AM-S8),Large Cars,2023,Plug-in Hybrid,100 kW DC Brushless,Panamera,"$93,850",0
816,Hyundai,Santa Fe Plug-in Hybrid,33,111,4,All-Wheel Drive,1750,Regular Gas and Electricity,Automatic (AM-S6),Small Sport Utility Vehicle 4WD,2023,Plug-in Hybrid,67 kW AC PMSM,Santa Fe,"$42,410",0
817,Rivian,R1S 20 inch All-Terrain Dual Large,72,0,0,Part-time 4-Wheel Drive,1050,Electricity,Automatic (A1),Standard Sport Utility Vehicle 4WD,2023,EV,208 kW ACPM,R1S,"$79,800",2
818,Jeep,Gladiator 4WD,16,476,6,4-Wheel Drive,3050,Regular,Manual 6-spd,Standard Pickup Trucks 4WD,2023,Petrol,Not Electric,Gladiator,"$41,515",3
819,Nissan,ARIYA VENTURE Plus FWD 87kWh,111,0,0,Front-Wheel Drive,700,Electricity,Automatic (A1),Small Station Wagons,2023,EV,TBD,ARIYA,"$44,580",2
820,Porsche,911 Carrera Cabriolet,18,443,6,Rear-Wheel Drive,3600,Premium,Automatic (AM-S8),Minicompact Cars,2023,Petrol,Not Electric,911,"$107,550",3
821,Mercedes-Benz,AMG CLA45 4matic,20,388,4,All-Wheel Drive,3100,Premium,Automatic (AM8),Compact Cars,2023,Petrol,Not Electric,CLA-Class,"$57,800",3
822,Audi,e-tron S Sportback (21/22 inch wheels),64,0,0,All-Wheel Drive,1100,Electricity,Automatic (A1),Standard Sport Utility Vehicle 4WD,2023,EV,138 and 157 kW Asynchron 3-Phase,e-tron S,"$66,800",2
823,BMW,530e xDrive Sedan,22,203,4,All-Wheel Drive,2850,Premium and Electricity,Automatic (S8),Compact Cars,2023,Plug-in Hybrid,80 kW PMSM,5 Series,"$56,400",0
824,Ford,Explorer Platinum HEV RWD,25,342,6,Rear-Wheel Drive,2250,Regular,Automatic 10-spd,Standard Sport Utility Vehicle 2WD,2023,Hybrid,280V Li-Ion,Explorer,"$1,000",0
825,Genesis,G70 AWD,20,393,4,All-Wheel Drive,3100,Premium,Automatic (S8),Compact Cars,2023,Petrol,Not Electric,G70,"$40,525",1
826,BMW,iX M60 (22 inch wheels),77,0,0,All-Wheel Drive,900,Electricity,Automatic (A1),Standard Sport Utility Vehicle 4WD,2023,EV,190 and 360 kW EESM,iX,"$108,900",2
827,McLaren Automotive,Artura,17,319,6,Rear-Wheel Drive,4000,Premium and Electricity,Automatic (AM-S8),Two Seaters,2023,Plug-in Hybrid,71 kW DCPM,Artura,"$237,500",0
828,Rivian,R1T 22 inch Dual Large,80,0,0,Part-time 4-Wheel Drive,950,Electricity,Automatic (A1),Standard Pickup Trucks 4WD,2023,EV,418 kW ACPM,R1T,"$74,800",2
829,Rivian,R1S 22 inch Dual Large,80,0,0,Part-time 4-Wheel Drive,950,Electricity,Automatic (A1),Standard Sport Utility Vehicle 4WD,2023,EV,418 kW ACPM,R1S,"$79,800",2
830,BMW,X6 M50i,16,486,8,All-Wheel Drive,4000,Premium,Automatic (S8),Standard Sport Utility Vehicle 4WD,2023,Petrol,Not Electric,X6,"$89,100",1
831,Chevrolet,Suburban 4WD,20,462,6,4-Wheel Drive,3150,Diesel,Automatic 10-spd,Standard Sport Utility Vehicle 4WD,2023,Diesel,Not Electric,Suburban,"$59,095",0
832,Vinfast,VF 8 Plus,82,0,0,All-Wheel Drive,900,Electricity,Automatic (A1),Special Purpose Vehicle 4WD,2023,EV,150 and 150 kW ACPM 3-Phase,VF 8,"$42,000",2
833,Audi,A7,21,361,6,All-Wheel Drive,3000,Premium,Automatic (AM-S7),Midsize Cars,2023,Hybrid,48V Li-Ion,A7,"$71,295",3
834,Maserati,MC20,15,474,6,Rear-Wheel Drive,4000,Premium,Automatic (S8),Two Seaters,2023,Petrol,Not Electric,MC20,"$215,995",1
835,Nissan,Frontier 4WD PRO4X,17,472,6,Part-time 4-Wheel Drive,3050,Regular,Automatic (S9),Standard Pickup Trucks 4WD,2023,Petrol,Not Electric,Frontier,"$42,930",0
836,Lexus,RZ 450e AWD (18 inch Wheels),115,0,0,All-Wheel Drive,650,Electricity,Automatic (A1),Small Sport Utility Vehicle 4WD,2023,EV,80 and 150 kW AC Synchronous,RZ,"$59,650",2
837,Volvo,XC60 T8 AWD Recharge,28,122,4,All-Wheel Drive,2550,Premium and Electricity,Automatic (S8),Small Sport Utility Vehicle 4WD,2023,Plug-in Hybrid,34 kW 3-phase Sync.,XC60,"$1,824",0
838,Rivian,R1S 20 inch All-Terrain Performance Dual Large,72,0,0,Part-time 4-Wheel Drive,1050,Electricity,Automatic (A1),Standard Sport Utility Vehicle 4WD,2023,EV,208 kW ACPM,R1S,"$79,800",2
839,Rivian,R1S 21 inch Dual Large,82,0,0,Part-time 4-Wheel Drive,900,Electricity,Automatic (A1),Standard Sport Utility Vehicle 4WD,2023,EV,418 kW ACPM,R1S,"$78,000",2
840,Jaguar,XF P250 AWD,23,336,4,All-Wheel Drive,2750,Premium,Automatic (S8),Midsize Cars,2023,Petrol,Not Electric,XF,"$48,275",1
841,Ford,Ranger 4WD,20,410,4,Part-time 4-Wheel Drive,2650,Regular,Automatic (S10),Standard Pickup Trucks 4WD,2023,Petrol,Not Electric,Ranger,"$31,918",0
842,Tesla,Model 3 Long Range AWD,134,0,0,All-Wheel Drive,550,Electricity,Automatic (A1),Midsize Cars,2023,EV,98 and 195 kW AC 3-Phase,Model 3,"$40,630",2
843,Mercedes-Benz,AMG C43 4matic Convertible,18,412,6,All-Wheel Drive,3250,Premium,Automatic 9-spd,Subcompact Cars,2023,Petrol,Not Electric,C-Class,"$61,050",1
844,Ford,F-150 Lightning 4WD,76,0,0,All-Wheel Drive,1050,Electricity,Automatic (A1),Standard Pickup Trucks 4WD,2023,EV,358 and 358 kW AC PMSM,F-150 Lightning,"$49,995",2
845,Volvo,S90 T8 AWD Recharge ext. Range,28,110,4,All-Wheel Drive,2400,Premium and Electricity,Automatic (S8),Midsize Cars,2023,Plug-in Hybrid,34 and 107 kW 3-phase Sync.,S90,"$57,000",0
846,BMW,530e Sedan,24,178,4,Rear-Wheel Drive,2750,Premium and Electricity,Automatic (S8),Compact Cars,2023,Plug-in Hybrid,80 kW PMSM,5 Series,"$56,400",0
847,Dodge,Durango SRT AWD,12,659,8,All-Wheel Drive,5500,Premium,Automatic 8-spd,Standard Sport Utility Vehicle 4WD,2023,Petrol,Not Electric,Durango,"$75,310",3
848,Toyota,Highlander Hybrid,36,245,4,Front-Wheel Drive,1600,Regular,Automatic (AV-S6),Small Sport Utility Vehicle 2WD,2023,Hybrid,288V Ni-MH,Highlander,"$1,824",0
849,Acura,TLX AWD A-SPEC,21,371,4,All-Wheel Drive,3000,Premium,Automatic (S10),Compact Cars,2023,Petrol,Not Electric,TLX,"$39,850",3
850,Porsche,911 Carrera GTS,17,444,6,Rear-Wheel Drive,3600,Premium,Manual 7-spd,Minicompact Cars,2023,Petrol,Not Electric,911,"$107,550",3
851,Porsche,911 Carrera 4S,17,442,6,All-Wheel Drive,3600,Premium,Manual 7-spd,Minicompact Cars,2023,Petrol,Not Electric,911,"$107,550",3
852,Toyota,Venza AWD,40,227,4,All-Wheel Drive,1500,Regular,Automatic (AV-S6),Small Sport Utility Vehicle 4WD,2023,Hybrid,252V Li-Ion,Venza,"$1,824",0
853,Chevrolet,Malibu,27,292,4,Front-Wheel Drive,1950,Regular,Automatic (variable gear ratios),Midsize Cars,2023,Petrol,Not Electric,Malibu,"$24,700",1
854,Bentley,Continental GT,15,494,8,All-Wheel Drive,4000,Premium,Automatic (AM-S8),Subcompact Cars,2023,Petrol,Not Electric,Continental,"$238,325",3
855,Mercedes-Benz,AMG C43 4matic Coupe,18,413,6,All-Wheel Drive,3400,Premium,Automatic 9-spd,Subcompact Cars,2023,Petrol,Not Electric,C-Class,"$62,600",1
856,Subaru,Impreza 5-Door,24,335,4,All-Wheel Drive,2250,Regular,Manual 5-spd,Small Station Wagons,2023,Petrol,Not Electric,Impreza,"$21,131",1
857,Ferrari,812 GTS,12,665,12,Rear-Wheel Drive,5500,Premium,Automatic (AM7),Two Seaters,2023,Petrol,Not Electric,812 GTS,"$433,765",1
858,Audi,TT Coupe,23,347,4,All-Wheel Drive,2350,Regular,Automatic (AM-S7),Subcompact Cars,2023,Petrol,Not Electric,TT,"$53,295",1
859,Infiniti,Q50 Red Sport,20,403,6,Rear-Wheel Drive,3250,Premium,Automatic (S7),Midsize Cars,2023,Petrol,Not Electric,Q50,"$58,705",3
860,Audi,A6 Allroad,21,361,6,All-Wheel Drive,3000,Premium,Automatic (AM-S7),Midsize Station Wagons,2023,Hybrid,48V Li-Ion,A6,"$68,995",0
861,Audi,Q5 S-Line quattro,22,358,4,All-Wheel Drive,2850,Premium,Automatic (AM-S7),Small Sport Utility Vehicle 4WD,2023,Hybrid,14V Li-Ion,Q5,"$43,500",0
862,Toyota,bZ4X LIMITED,125,0,0,Front-Wheel Drive,650,Electricity,Automatic (A1),Small Sport Utility Vehicle 2WD,2023,EV,150 kW AC Synchronous,bZ4X,"$43,350",2
863,Mercedes-Benz,E350 4matic,21,364,4,All-Wheel Drive,3000,Premium,Automatic 9-spd,Midsize Cars,2023,Petrol,Not Electric,E-Class,"$57,900",1
864,Porsche,Taycan 4S Cross Turismo,78,0,0,All-Wheel Drive,900,Electricity,Automatic (A2),Midsize Cars,2023,EV,175 and 320 kW ACPM,Taycan,"$99,150",2
865,Subaru,Solterra Limited/Touring AWD,111,0,0,All-Wheel Drive,650,Electricity,Automatic (A1),Small Sport Utility Vehicle 4WD,2023,EV,TBD,Solterra,"$46,220",2
866,Lexus,RC 350 AWD,19,407,6,All-Wheel Drive,3250,Premium,Automatic (S6),Subcompact Cars,2023,Petrol,Not Electric,RC,"$44,670",1
867,Porsche,911 Carrera,18,443,6,Rear-Wheel Drive,3600,Premium,Automatic (AM-S8),Minicompact Cars,2023,Petrol,Not Electric,911,"$107,550",3
868,Porsche,911 Carrera 4,18,442,6,All-Wheel Drive,3600,Premium,Automatic (AM-S8),Minicompact Cars,2023,Petrol,Not Electric,911,"$107,550",3
869,Mercedes-Benz,E450 Convertible,22,360,6,Rear-Wheel Drive,2850,Premium,Automatic 9-spd,Subcompact Cars,2023,Hybrid,48V Li-Ion,E-Class,"$57,900",3
870,Mercedes-Benz,AMG CLA35 4matic,21,373,4,All-Wheel Drive,3000,Premium,Automatic (AM7),Compact Cars,2023,Petrol,Not Electric,CLA-Class,"$50,650",3
871,Lucid,Air G Touring XR AWD with 20 inch wheels,121,0,0,All-Wheel Drive,600,Electricity,Automatic (A1),Large Cars,2023,EV,370 and 370kW ACPM,Air,"$69,900",2
872,Rivian,R1T (22 inch wheels),73,0,0,All-Wheel Drive,1050,Electricity,Automatic (A1),Standard Pickup Trucks 4WD,2023,EV,"162, 162, 163, 163kW AC 3-Phase",R1T,"$74,800",2
873,Ford,Transit Connect Van FWD,24,355,4,Front-Wheel Drive,2350,Regular,Automatic (S8),Special Purpose Vehicle 2WD,2023,Petrol,Not Electric,Transit Connect,"$32,790",3
874,Ford,Transit Connect Wagon LWB FWD,24,348,4,Front-Wheel Drive,2250,Regular,Automatic (S8),Special Purpose Vehicle 2WD,2023,Petrol,Not Electric,Transit Connect,"$37,495",3
875,Mercedes-Benz,AMG E53 4matic Plus,21,364,6,All-Wheel Drive,3000,Premium,Automatic 9-spd,Midsize Cars,2023,Hybrid,48V Li-Ion,E-Class,"$82,450",3
876,Ford,F150 RAPTOR 37 4WD,15,578,6,Part-time 4-Wheel Drive,3900,Regular,Automatic (S10),Standard Pickup Trucks 4WD,2023,Petrol,Not Electric,F150,"$78,720",0
877,Acura,RDX FWD,22,370,4,Front-Wheel Drive,3000,Premium,Automatic (S10),Small Sport Utility Vehicle 2WD,2023,Petrol,Not Electric,RDX,"$42,945",3
878,Porsche,Taycan Performance Battery,79,0,0,Rear-Wheel Drive,850,Electricity,Automatic (A2),Compact Cars,2023,EV,240 kW ACPM,Taycan,"$88,150",2
879,Porsche,Taycan 4S Perf Battery Plus,79,0,0,All-Wheel Drive,900,Electricity,Automatic (A2),Compact Cars,2023,EV,175 and 320 kW ACPM,Taycan,"$88,150",2
880,Ford,F-150 Lightning 4WD Extended Range,78,0,0,All-Wheel Drive,1000,Electricity,Automatic (A1),Standard Pickup Trucks 4WD,2023,EV,210 and 210 kW AC PMSM,F-150 Lightning,"$49,995",2
881,Toyota,Corolla Cross,31,275,4,Front-Wheel Drive,1800,Regular,Automatic (AV-S10),Small Sport Utility Vehicle 2WD,2023,Petrol,Not Electric,Corolla Cross,"$24,960",3
882,BMW,XM,12,244,8,All-Wheel Drive,5100,Premium and Electricity,Automatic (S8),Standard Sport Utility Vehicle 4WD,2023,Plug-in Hybrid,145 kW PMSM,XM,"$159,995",0
883,Mercedes-Benz,AMG E53 4matic Plus Coupe,20,383,6,All-Wheel Drive,3100,Premium,Automatic 9-spd,Subcompact Cars,2023,Hybrid,48V Li-Ion,E-Class,"$82,450",3
884,Ford,Mustang Mach-E RWD Extended,105,0,0,Rear-Wheel Drive,700,Electricity,Automatic (A1),Small Sport Utility Vehicle 2WD,2023,EV,216 kW AC PMSM,Mustang Mach-E,"$41,695",2
885,Ford,Bronco Black Diamond 4WD,16,523,4,Part-time 4-Wheel Drive,3400,Regular,Manual 7-spd,Small Sport Utility Vehicle 4WD,2023,Petrol,Not Electric,Bronco,"$55,799",0
886,Acura,TLX Type-S,19,420,6,All-Wheel Drive,3400,Premium,Automatic (S10),Compact Cars,2023,Petrol,Not Electric,TLX,"$82,926",3
887,Bentley,Flying Spur Hybrid,17,251,6,All-Wheel Drive,3750,Premium and Electricity,Automatic (AM-S8),Midsize Cars,2023,Plug-in Hybrid,103 kW AC Induction,Flying Spur,"$211,325",0
888,Tesla,Model X Plaid (20 inch wheels),103,0,0,All-Wheel Drive,700,Electricity,Automatic (A1),Standard Sport Utility Vehicle 4WD,2023,EV,"230, 230 and 230 kW AC 3-Phase",Model X,"$98,490",2
889,Toyota,bZ4X AWD,114,0,0,All-Wheel Drive,650,Electricity,Automatic (A1),Small Sport Utility Vehicle 4WD,2023,EV,80 and 150 kW AC Synchronous,bZ4X,"$43,350",2
890,Genesis,Electrified G80,105,0,0,All-Wheel Drive,700,Electricity,Automatic (A1),Midsize Cars,2023,EV,TBD,G80,"$80,950",2
891,Porsche,Taycan 4S Performance Battery,82,0,0,All-Wheel Drive,850,Electricity,Automatic (A2),Compact Cars,2023,EV,150 and 270 kW ACPM,Taycan,"$88,150",2
892,Mercedes-Benz,AMG G63,13,621,8,4-Wheel Drive,5100,Premium,Automatic 9-spd,Standard Sport Utility Vehicle 4WD,2023,Petrol,Not Electric,G-Class,"$180,150",3
893,Toyota,RAV4 AWD TRD OFFROAD,25,323,4,All-Wheel Drive,2100,Regular,Automatic (S8),Small Sport Utility Vehicle 4WD,2023,Petrol,Not Electric,RAV4,"$37,195",1
894,Mercedes-Benz,AMG C63 S Coupe,16,461,8,Rear-Wheel Drive,3750,Premium,Automatic 9-spd,Subcompact Cars,2023,Petrol,Not Electric,C-Class,"$100,000",1
895,Jaguar,F-Pace P340 MHEV,20,402,6,4-Wheel Drive,3250,Premium,Automatic (S8),Small Sport Utility Vehicle 4WD,2023,Hybrid,48V Li-Ion,F-Pace,"$53,675",3
896,Ford,Bronco Raptor 4WD,15,577,6,Part-time 4-Wheel Drive,3900,Regular,Automatic (S10),Standard Sport Utility Vehicle 4WD,2023,Petrol,Not Electric,Bronco,"$88,475",3
897,Mercedes-Benz,AMG GLA35 4matic,22,358,4,All-Wheel Drive,2850,Premium,Automatic (AM8),Small Station Wagons,2023,Petrol,Not Electric,GLA-Class,"$50,650",3
898,Ford,Maverick FWD,23,355,4,Front-Wheel Drive,2350,Regular,Automatic 8-spd,Small Pickup Trucks 2WD,2023,Petrol,Not Electric,Maverick,"$22,195,",3
899,BMW,M4 CSL Coupe,16,485,6,Rear-Wheel Drive,4000,Premium,Automatic (S8),Subcompact Cars,2023,Petrol,Not Electric,M,"$143,065",1
900,Polestar,2 Single Motor,113,0,0,Front-Wheel Drive,650,Electricity,Automatic (A1),Midsize Cars,2023,EV,170 kW ACPMSM,2,"$49,800",2
901,Audi,e-tron Sportback quattro,77,0,0,All-Wheel Drive,900,Electricity,Automatic (A2),Standard Sport Utility Vehicle 4WD,2023,EV,TBD,e-tron,"$71,995",2
902,Porsche,Taycan GTS Sport Turismo,80,0,0,All-Wheel Drive,900,Electricity,Automatic (A2),Compact Cars,2023,EV,175 and 335 kW ACPM,Taycan,"$97,700",2
903,Mercedes-Benz,S580 4matic Maybach,15,491,8,All-Wheel Drive,4000,Premium,Automatic 9-spd,Large Cars,2023,Hybrid,48V Li-Ion,S-Class,"$194,550",3
904,Kia,Sorento FWD,22,360,4,Front-Wheel Drive,2350,Regular,Automatic (AM-S8),Small Sport Utility Vehicle 2WD,2023,Petrol,Not Electric,Sorento,"$30,090",3
905,Toyota,RAV4,27,296,4,Front-Wheel Drive,1950,Regular,Automatic (S8),Small Sport Utility Vehicle 2WD,2023,Petrol,Not Electric,RAV4,"$27,975,",1
906,Jeep,Wrangler 4dr 4xe,20,230,4,4-Wheel Drive,2900,Regular Gas and Electricity,Automatic 8-spd,Small Sport Utility Vehicle 4WD,2023,Plug-in Hybrid,100 kW AC Induction,Wrangler,"$54,735",0
907,Aston Martin,DBX V8,14,556,8,4-Wheel Drive,4500,Premium,Automatic 9-spd,Standard Sport Utility Vehicle 4WD,2023,Petrol,Not Electric,DBX V8,"$195,486",3
908,Buick,Envision AWD,22,355,4,All-Wheel Drive,2350,Regular,Automatic (S9),Small Sport Utility Vehicle 4WD,2023,Petrol,Not Electric,Envision,"$34,795",3
909,GMC,Yukon XL 4WD,14,564,8,4-Wheel Drive,4500,Premium,Automatic 10-spd,Standard Sport Utility Vehicle 4WD,2023,Petrol,Not Electric,Yukon,"$59,295",3
910,Porsche,Panamera GTS,15,520,8,All-Wheel Drive,4200,Premium,Automatic (AM-S8),Large Cars,2023,Petrol,Not Electric,Panamera,"$93,850",3
911,Polestar,2 Dual Motor Perf Pack,105,0,0,All-Wheel Drive,700,Electricity,Automatic (A1),Midsize Cars,2023,EV,175 and 175 kW ACPMSM,2,"$58,800",2
912,Infiniti,QX50 AWD,22,357,4,All-Wheel Drive,2850,Premium,Automatic (AV-S8),Small Sport Utility Vehicle 4WD,2023,Petrol,Not Electric,QX50,"$40,300",3
913,Porsche,718 Cayman GT4,17,462,6,Rear-Wheel Drive,3750,Premium,Manual 6-spd,Two Seaters,2023,Petrol,Not Electric,718,"$64,850",1
914,Mercedes-Benz,Metris (US Postal),19,415,4,Rear-Wheel Drive,3400,Premium,Automatic 9-spd,Special Purpose Vehicle 2WD,2023,Petrol,Not Electric,Metris Cargo,"$42,371",3
915,Porsche,911 Targa 4S,18,442,6,All-Wheel Drive,3600,Premium,Automatic (AM-S8),Minicompact Cars,2023,Petrol,Not Electric,911,"$107,550",3
916,BMW,iX M60 (21 inch wheels),76,0,0,All-Wheel Drive,900,Electricity,Automatic (A1),Standard Sport Utility Vehicle 4WD,2023,EV,190 and 360 kW EESM,iX,"$108,900",2
917,Mercedes-Benz,E450 4matic,23,343,6,All-Wheel Drive,2750,Premium,Automatic 9-spd,Midsize Cars,2023,Hybrid,48V Li-Ion,E-Class,"$69,980",3
918,Land Rover,Discovery MHEV,19,415,6,4-Wheel Drive,3250,Premium,Automatic (S8),Standard Sport Utility Vehicle 4WD,2023,Hybrid,48V Li-Ion,Discovery,"$59,875",3
919,Hyundai,Elantra Hybrid Blue,53,165,4,Front-Wheel Drive,1100,Regular,Automatic (AM-S6),Midsize Cars,2023,Hybrid,240V Li-Ion,Elantra,"$24,400",0
920,Ford,Mustang Mach 1,14,523,8,Rear-Wheel Drive,3400,Regular,Manual 6-spd,Subcompact Cars,2023,Petrol,Not Electric,Mustang,"$59,135",1
921,Land Rover,New Range Rover Sport P360 MHEV,19,409,6,4-Wheel Drive,3250,Premium,Automatic (S8),Standard Sport Utility Vehicle 4WD,2023,Hybrid,48V Li-Ion,Range Rover,"$84,475",3
922,Hyundai,Elantra Hybrid,49,177,4,Front-Wheel Drive,1150,Regular,Automatic (AM-S6),Midsize Cars,2023,Hybrid,240V Li-Ion,Elantra,"$24,400",0
923,BMW,M5 Competition Sedan,15,522,8,All-Wheel Drive,4200,Premium,Automatic (S8),Midsize Cars,2023,Petrol,Not Electric,M,"$111,895",1
924,Rivian,R1S (20 inch wheels),69,0,0,All-Wheel Drive,1100,Electricity,Automatic (A1),Standard Sport Utility Vehicle 4WD,2023,EV,"162, 162, 163, 163kW AC 3-Phase",R1S,"$79,800",2
925,Rivian,R1T (21 inch wheels),76,0,0,All-Wheel Drive,950,Electricity,Automatic (A1),Standard Pickup Trucks 4WD,2023,EV,"162, 162, 163, 163kW AC 3-Phase",R1T,"$73,000",2
926,Subaru,WRX,19,419,4,All-Wheel Drive,3400,Premium,Automatic (AV-S8),Midsize Cars,2023,Petrol,Not Electric,WRX,"$31,625",3
927,Porsche,Panamera 4 e-Hybrid,21,232,6,All-Wheel Drive,3250,Premium and Electricity,Automatic (AM-S8),Large Cars,2023,Plug-in Hybrid,70 kW DC Brushless,Panamera,"$109,000",0
928,Lexus,RC 350,20,385,6,Rear-Wheel Drive,3100,Premium,Automatic (S8),Subcompact Cars,2023,Petrol,Not Electric,RC,"$45,820",1
929,Porsche,Taycan Turbo,81,0,0,All-Wheel Drive,900,Electricity,Automatic (A2),Compact Cars,2023,EV,175 and 335 kW ACPM,Taycan,"$88,150",2
930,Infiniti,QX50,23,343,4,Front-Wheel Drive,2750,Premium,Automatic (AV-S8),Small Sport Utility Vehicle 2WD,2023,Petrol,Not Electric,QX50,"$40,300",3
931,Maserati,MC20 Spyder,15,482,6,Rear-Wheel Drive,4000,Premium,Automatic (S8),Two Seaters,2023,Petrol,Not Electric,MC20,"$215,995",1
932,Mercedes-Benz,GLB250 4matic,22,355,4,All-Wheel Drive,2850,Premium,Automatic (AM8),Small Sport Utility Vehicle 4WD,2023,Petrol,Not Electric,GLB-Class,"$40,950",3
933,Kia,Rio,32,250,4,Front-Wheel Drive,1600,Regular,Automatic (AV-S1),Compact Cars,2023,Petrol,Not Electric,Rio,"$16,450,",3
934,Dodge,Challenger SRT,13,546,8,Rear-Wheel Drive,4500,Premium,Automatic 8-spd,Midsize Cars,2023,Petrol,Not Electric,Challenger,"$108,014",1
935,Dodge,Charger SRT Widebody,12,592,8,Rear-Wheel Drive,4800,Premium,Automatic 8-spd,Large Cars,2023,Petrol,Not Electric,Charger,"$86,365",1
936,Dodge,Charger AWD,18,415,6,All-Wheel Drive,2750,Regular,Automatic 8-spd,Large Cars,2023,Petrol,Not Electric,Charger,"$36,920",3
937,Fiat,500X AWD,24,356,4,All-Wheel Drive,2250,Regular,Automatic 9-spd,Small Sport Utility Vehicle 4WD,2023,Petrol,Not Electric,500,"$31,840",3
938,Ford,Maverick AWD,22,370,4,All-Wheel Drive,2400,Regular,Automatic 8-spd,Small Pickup Trucks 4WD,2023,Petrol,Not Electric,Maverick,"$22,195,",0
939,Ford,Bronco Sport 4WD,25,342,3,All-Wheel Drive,2250,Regular,Automatic 8-spd,Small Sport Utility Vehicle 4WD,2023,Petrol,Not Electric,Bronco Sport,"$29,215,",3
940,Toyota,Prius XLE/LTD,52,169,4,Front-Wheel Drive,1100,Regular,Automatic (variable gear ratios),Midsize Cars,2023,Hybrid,222V Li-Ion,Prius,"$31,990",3
941,Land Rover,Range Rover Evoque MHEV,21,393,4,All-Wheel Drive,3100,Premium,Automatic (S9),Small Sport Utility Vehicle 4WD,2023,Hybrid,48V Li-Ion,Range Rover,"$45,000",0
942,BMW,X2 xDrive28i,24,333,4,All-Wheel Drive,2650,Premium,Automatic (S8),Midsize Cars,2023,Petrol,Not Electric,X2,"$37,595",1
943,Hyundai,Santa Fe Hybrid,33,283,4,All-Wheel Drive,1800,Regular,Automatic (AM-S6),Small Sport Utility Vehicle 4WD,2023,Hybrid,270V Li-Ion,Santa Fe,"$36,210",0
944,Aston Martin,DB11 V8,18,431,8,Rear-Wheel Drive,3600,Premium,Automatic 8-spd,Minicompact Cars,2023,Petrol,Not Electric,DB11,"$220,086",1
945,Audi,e-tron S (21/22 inch wheels),62,0,0,All-Wheel Drive,1100,Electricity,Automatic (A1),Standard Sport Utility Vehicle 4WD,2023,EV,138 kW Asynchron 3-Phase,e-tron S,"$66,800",2
946,Dodge,Challenger Widebody,14,523,8,Rear-Wheel Drive,4200,Premium,Manual 6-spd,Midsize Cars,2023,Petrol,Not Electric,Challenger,"$55,545",1
947,Porsche,Cayenne Turbo GT,14,555,8,All-Wheel Drive,4500,Premium,Automatic (S8),Standard Sport Utility Vehicle 4WD,2023,Petrol,Not Electric,Cayenne,"$73,650",1
948,Porsche,Panamera 4,18,441,6,All-Wheel Drive,3600,Premium,Automatic (AM-S8),Large Cars,2023,Petrol,Not Electric,Panamera,"$93,787",3
949,Volvo,S60 T8 AWD Recharge,30,99,4,All-Wheel Drive,2300,Premium and Electricity,Automatic (S8),Compact Cars,2023,Plug-in Hybrid,34 kW 3-phase Sync.,S60,"$51,250",0
950,Mercedes-Benz,C300 4matic Coupe,22,351,4,All-Wheel Drive,2850,Premium,Automatic 9-spd,Subcompact Cars,2023,Petrol,Not Electric,C-Class,"$49,550",1
951,Lexus,IS 500,17,451,8,Rear-Wheel Drive,3600,Premium,Automatic (S8),Compact Cars,2023,Petrol,Not Electric,IS,"$58,270,",1
952,Toyota,Corolla,31,258,4,Front-Wheel Drive,1700,Regular,Automatic (AV-S10),Compact Cars,2023,Petrol,Not Electric,Corolla,"$21,550",3
953,Mercedes-Benz,E450 4matic Convertible,22,362,6,All-Wheel Drive,3000,Premium,Automatic 9-spd,Subcompact Cars,2023,Hybrid,48V Li-Ion,E-Class,"$79,550",3
